Dev1/ai1_Time/s,Dev1/ai1
11.42992856,0.004328342
11.4399285,0.007545653
11.44992844,0.010762963
11.45992837,0.007545653
11.46992831,0.001111032
11.47992825,0.010762963
11.48992819,0.010762963
11.49992812,0.001111032
11.50992806,0.001111032
11.519928,0.007545653
11.52992794,0.001111032
11.53992787,0.007545653
11.54992781,0.001111032
11.55992775,0.007545653
11.56992769,0.007545653
11.57992762,0.007545653
11.58992756,0.004328342
11.5999275,0.001111032
11.60992744,0.007545653
11.61992737,0.004328342
11.62992731,0.007545653
11.63992725,-0.002106279
11.64992719,0.010762963
11.65992712,0.004328342
11.66992706,0.010762963
11.679927,0.007545653
11.68992694,0.007545653
11.69992687,0.007545653
11.70992681,0.007545653
11.71992675,-0.00532359
11.72992669,0.004328342
11.73992662,0.007545653
11.74992656,0.004328342
11.7599265,0.004328342
11.76992644,0.013980274
11.77992637,0.010762963
11.78992631,0.004328342
11.79992625,0.001111032
11.80992619,0.007545653
11.81992612,0.007545653
11.82992606,0.004328342
11.839926,0.004328342
11.84992594,0.007545653
11.85992587,0.007545653
11.86992581,0.004328342
